keyword,target_page,page_type,state_slug,state_name,game_family_slug,game_name,session_slug,primary_intent,backlink_intent,page_importance_score,intent_match_score,competition_tier,competition_score,ranking_opportunity_score,backlink_value_score,priority_score,opportunity_tier,backlink_priority_tier,monthly_searches,difficulty,cpc,metrics_source,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,ranking_signal,needs_data_fields
kansas powerball past results,/states/ks/powerball/historical,historical,ks,Kansas,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
kansas powerball results archive,/states/ks/powerball/historical,historical,ks,Kansas,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
keno past winning numbers,/states/mi/keno/historical,historical,mi,Michigan,keno,Keno,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,5000,needs data,0.18-13.86 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
kentucky mega millions historical results,/states/ky/mega-millions/historical,historical,ky,Kentucky,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
kentucky mega millions past results,/states/ky/mega-millions/historical,historical,ky,Kentucky,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
kentucky mega millions results archive,/states/ky/mega-millions/historical,historical,ky,Kentucky,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
kentucky powerball double play historical results,/states/ky/powerball-double-play/historical,historical,ky,Kentucky,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
kentucky powerball double play past results,/states/ky/powerball-double-play/historical,historical,ky,Kentucky,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
kentucky powerball double play results archive,/states/ky/powerball-double-play/historical,historical,ky,Kentucky,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
kentucky powerball historical results,/states/ky/powerball/historical,historical,ky,Kentucky,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
kentucky powerball past results,/states/ky/powerball/historical,historical,ky,Kentucky,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
kentucky powerball results archive,/states/ky/powerball/historical,historical,ky,Kentucky,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
lotto past winning numbers,/states/wa/lotto/historical,historical,wa,Washington,lotto,Lotto,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
louisiana mega millions historical results,/states/la/mega-millions/historical,historical,la,Louisiana,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
louisiana mega millions past results,/states/la/mega-millions/historical,historical,la,Louisiana,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
louisiana mega millions results archive,/states/la/mega-millions/historical,historical,la,Louisiana,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
louisiana powerball historical results,/states/la/powerball/historical,historical,la,Louisiana,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
louisiana powerball past results,/states/la/powerball/historical,historical,la,Louisiana,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
louisiana powerball results archive,/states/la/powerball/historical,historical,la,Louisiana,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maine mega millions historical results,/states/me/mega-millions/historical,historical,me,Maine,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maine mega millions past results,/states/me/mega-millions/historical,historical,me,Maine,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maine mega millions results archive,/states/me/mega-millions/historical,historical,me,Maine,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maine powerball double play historical results,/states/me/powerball-double-play/historical,historical,me,Maine,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maine powerball double play past results,/states/me/powerball-double-play/historical,historical,me,Maine,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maine powerball double play results archive,/states/me/powerball-double-play/historical,historical,me,Maine,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maine powerball historical results,/states/me/powerball/historical,historical,me,Maine,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maine powerball past results,/states/me/powerball/historical,historical,me,Maine,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maine powerball results archive,/states/me/powerball/historical,historical,me,Maine,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maryland pick 4 historical results,/states/md/pick-4/historical,historical,md,Maryland,pick-4,Pick 4,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maryland pick 4 past results,/states/md/pick-4/historical,historical,md,Maryland,pick-4,Pick 4,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
maryland pick 4 results archive,/states/md/pick-4/historical,historical,md,Maryland,pick-4,Pick 4,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mega millions past winning numbers,/states/ar/mega-millions/historical,historical,ar,Arkansas,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/co/mega-millions/historical,historical,co,Colorado,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/ct/mega-millions/historical,historical,ct,Connecticut,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/dc/mega-millions/historical,historical,dc,"Washington, D.C.",mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/de/mega-millions/historical,historical,de,Delaware,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/ia/mega-millions/historical,historical,ia,Iowa,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/id/mega-millions/historical,historical,id,Idaho,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/ks/mega-millions/historical,historical,ks,Kansas,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/ky/mega-millions/historical,historical,ky,Kentucky,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/la/mega-millions/historical,historical,la,Louisiana,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/me/mega-millions/historical,historical,me,Maine,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/mn/mega-millions/historical,historical,mn,Minnesota,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/ms/mega-millions/historical,historical,ms,Mississippi,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/mt/mega-millions/historical,historical,mt,Montana,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/nd/mega-millions/historical,historical,nd,North Dakota,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/ne/mega-millions/historical,historical,ne,Nebraska,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/nh/mega-millions/historical,historical,nh,New Hampshire,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/nm/mega-millions/historical,historical,nm,New Mexico,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/ok/mega-millions/historical,historical,ok,Oklahoma,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/or/mega-millions/historical,historical,or,Oregon,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/ri/mega-millions/historical,historical,ri,Rhode Island,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/sc/mega-millions/historical,historical,sc,South Carolina,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/sd/mega-millions/historical,historical,sd,South Dakota,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/vt/mega-millions/historical,historical,vt,Vermont,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/wi/mega-millions/historical,historical,wi,Wisconsin,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/wv/mega-millions/historical,historical,wv,West Virginia,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
mega millions past winning numbers,/states/wy/mega-millions/historical,historical,wy,Wyoming,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,50000,needs data,0.14-0.62 USD,keyword-planner.csv|keyword-planner.csv,needs data,needs data,needs data,needs data,needs Search Console data,difficulty|search_console
michigan keno historical results,/states/mi/keno/historical,historical,mi,Michigan,keno,Keno,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
michigan keno past results,/states/mi/keno/historical,historical,mi,Michigan,keno,Keno,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
michigan keno results archive,/states/mi/keno/historical,historical,mi,Michigan,keno,Keno,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
minnesota mega millions historical results,/states/mn/mega-millions/historical,historical,mn,Minnesota,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
minnesota mega millions past results,/states/mn/mega-millions/historical,historical,mn,Minnesota,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
minnesota mega millions results archive,/states/mn/mega-millions/historical,historical,mn,Minnesota,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
minnesota powerball historical results,/states/mn/powerball/historical,historical,mn,Minnesota,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
minnesota powerball past results,/states/mn/powerball/historical,historical,mn,Minnesota,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
minnesota powerball results archive,/states/mn/powerball/historical,historical,mn,Minnesota,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi mega millions historical results,/states/ms/mega-millions/historical,historical,ms,Mississippi,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi mega millions past results,/states/ms/mega-millions/historical,historical,ms,Mississippi,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi mega millions results archive,/states/ms/mega-millions/historical,historical,ms,Mississippi,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi powerball double play historical results,/states/ms/powerball-double-play/historical,historical,ms,Mississippi,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi powerball double play past results,/states/ms/powerball-double-play/historical,historical,ms,Mississippi,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi powerball double play results archive,/states/ms/powerball-double-play/historical,historical,ms,Mississippi,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi powerball historical results,/states/ms/powerball/historical,historical,ms,Mississippi,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi powerball past results,/states/ms/powerball/historical,historical,ms,Mississippi,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
mississippi powerball results archive,/states/ms/powerball/historical,historical,ms,Mississippi,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
missouri pick 3 historical results,/states/mo/pick-3/historical,historical,mo,Missouri,pick-3,Pick 3,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
missouri pick 3 past results,/states/mo/pick-3/historical,historical,mo,Missouri,pick-3,Pick 3,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
missouri pick 3 results archive,/states/mo/pick-3/historical,historical,mo,Missouri,pick-3,Pick 3,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana mega millions historical results,/states/mt/mega-millions/historical,historical,mt,Montana,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana mega millions past results,/states/mt/mega-millions/historical,historical,mt,Montana,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana mega millions results archive,/states/mt/mega-millions/historical,historical,mt,Montana,mega-millions,Mega Millions,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana powerball double play historical results,/states/mt/powerball-double-play/historical,historical,mt,Montana,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana powerball double play past results,/states/mt/powerball-double-play/historical,historical,mt,Montana,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana powerball double play results archive,/states/mt/powerball-double-play/historical,historical,mt,Montana,powerball-double-play,Powerball Double Play,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana powerball historical results,/states/mt/powerball/historical,historical,mt,Montana,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
montana powerball past results,/states/mt/powerball/historical,historical,mt,Montana,powerball,Powerball,,historical,commercial/backlink target,72,92,LOW,82,50,55.8,70.67,MEDIUM,Tier 2,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs data,needs Search Console data,monthly_searches|difficulty|cpc|search_console
